id,category,image,name,price,PB,sorting
174,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/C39B053FE23A4E9586D1EE2C95387E3B.jpg,즉석빵)단팥크로와상,"1,200원",cu
175,즉석조리,http://bgf-cu.xcache.kinxcdn.com/product/2201148642444.jpg,도너츠)딸기링도넛,"1,000원",cu
176,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/24D529E881594FFFB9EB1F4D4FCA8F8E.jpg,도너츠)블랙필드도넛,"1,000원",cu
177,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/508EB72C3FA1454CB3F08CEA38327049.jpg,도너츠)백앙금베터보스톤,"1,000원",cu
178,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/29FB4ADD762E4324A812AFD90A28D56D.jpg,도너츠)화이트초코링,700원,cu
179,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/92AC48A8D95544A8BCE1EC9B79DD50C2.jpg,도너츠)라즈베리크런키,"1,000원",cu
180,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/5301B185CA284782A3E1E5ADC082CF92.jpg,도너츠)글레이즈드,"1,000원",cu
181,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/7DE75BEE1A7D4FD292470112CA9CBF55.jpg,도너츠)스트로베리필드,"1,000원",cu
182,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/3112B95D1B174F89BADF5AAB22ECE317.jpg,도너츠)비스마르크,"1,000원",cu
183,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/1B2B7FA0A57F487E8C307499B1FDB4C9.jpg,즉석빵)단팥빵,800원,cu
184,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/04A25529BCDC4892A00CF0ABA5EDAB2E.jpg,즉석빵)스위트크런치,700원,cu
185,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/7043ADC2D9654C8FA5FDC2AF5D52984D.jpg,델)델리만쥬2000,"2,000원",cu
186,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/F94CB01F359F491B91E8AE4C34A3B41E.jpg,즉석빵)쵸코플레인스콘,900원,cu
187,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/77DF928491484EC1AA8496130EC0FB2C.jpg,즉석빵)바게트피자,"2,000원",cu
188,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/9283EBA3C95942E6AE704CB78760F479.jpg,즉석빵)군감자통옥수수빵,"1,000원",cu
189,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/D8A11EFF2ABE4514B0AB5C4325EC5545.jpg,즉석빵)깨찰빵,800원,cu
190,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/389574EFE92A4D42B603F30DC26D7F3B.jpg,즉석빵)피넛버터쿠키,300원,cu
191,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/D8F550FD4E6E4E1DB05A0DAC415CE06A.jpg,즉석빵)치즈쿠키,400원,cu
192,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/9784C5FED8154DC482C1BEE9AC3EE7A4.jpg,즉석빵)쵸코칩쿠키,300원,cu
193,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/67110560213E4984A46FDA33E0820F98.jpg,즉석빵)초코크로와상,"1,200원",cu
194,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/B2EC404588E0402EAFFFA03557E2E525.jpg,즉석빵)시나몬롤,"1,000원",cu
195,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/5F67CEF0C8AF4EF8BFAA67AFCE0796CB.jpg,즉석빵)메이플피칸파이,"1,300원",cu
196,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/B89C83E2B7394A248A4886CCEB4B4896.jpg,즉석빵)살구잼파이,"1,200원",cu
197,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/ADABCD28392E4714A13E1A9EEB3AFF50.jpg,즉석빵)찰호박꽈베기,"1,200원",cu
198,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/46055412D6CF40098751D45621DBFFFF.jpg,즉석빵)햄패스트리,"1,200원",cu
199,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/3DDCD417B4854534B53746C62CC941F1.jpg,즉석빵)팥앙금패스트리,"1,100원",cu
200,즉석조리,http://cdn2.bgfretail.com/bgfbrand/files/product/EDEC757D2E784EAC92F109DC5D33C7B0.jpg,즉석빵)고구마슈크림,"1,100원",cu
201,즉석조리,http://bgf-cu.xcache.kinxcdn.com/product/8809256676852.jpg,GET허쉬뉴티라미수30g,600원,cu
